row_id,ring_id,date_first_seen,lat_birth,lon_birth,area_km2,date_last_seen,lat_death,lon_death,duplicate_ring_id_flag,duplicate_group_size,lifetime_days,birth_year,birth_month,death_year,death_month,delta_lat,delta_lon,radius_equiv_km,displacement_km,bearing_birth_to_death,birth_region,death_region,record_status
15,WE19810107A,1981-01-07,40.26,-55.13,30844.8,1981-02-04,40.01,-57.77,False,1,28.0,1981,1,1981.0,2.0,-0.25,-2.6400000000000006,99.08685471525366,226.13729338699912,263.79130818383544,,,complete
16,WE19810114B,1981-01-14,39.89,-62.55,38966.17,1981-02-18,40.16,-65.14,False,1,35.0,1981,1,1981.0,2.0,0.269999999999996,-2.5900000000000034,111.37018064867381,222.56222953482987,278.58390983211063,,,complete
17,WE19810318C,1981-03-18,40.06,-63.06,34487.34,1981-10-21,37.88,-72.9,False,1,217.0,1981,3,1981.0,10.0,-2.1799999999999997,-9.840000000000003,104.774334978475,884.0006580000642,257.2323516351868,,,complete
18,WE19810318D,1981-03-18,40.84,-60.1,16143.34,1981-03-25,41.12,-59.96,False,1,7.0,1981,3,1981.0,3.0,0.27999999999999403,0.14000000000000057,71.68392231195385,33.27884960780755,20.634103046107725,,,complete
19,WE19810415E,1981-04-15,40.78,-58.49,8010.84,1981-04-22,40.65,-58.46,False,1,7.0,1981,4,1981.0,4.0,-0.13000000000000256,0.030000000000001137,50.496827312580315,14.67482603961209,170.06871129286344,,,complete
20,WE19810506F,1981-05-06,40.24,-59.64,17761.04,1981-07-22,40.9,-58.89,False,1,77.0,1981,5,1981.0,7.0,0.6599999999999966,0.75,75.18985716774407,96.94749906740293,40.55727314415782,,,complete
21,WE19810515G,1981-05-15,40.13,-56.5,29098.56,1981-12-23,41.56,-55.41,False,1,222.0,1981,5,1981.0,12.0,1.4299999999999997,1.0900000000000034,96.24115191388871,183.54546482799415,29.613479445495443,,,complete
22,WE19810722H,1981-07-22,39.62,-62.84,35776.67,1981-12-23,39.36,-63.56,False,1,154.0,1981,7,1981.0,12.0,-0.259999999999998,-0.7199999999999989,106.71489003759052,68.21464748046883,245.15338034473905,,,complete
23,WE19810826I,1981-08-26,41.22,-59.67,20048.04,1981-09-23,41.37,-57.56,False,1,28.0,1981,8,1981.0,9.0,0.14999999999999858,2.1099999999999994,79.88422454157067,177.0591722301329,83.89909821746431,,,complete
24,WE19811007J,1981-10-07,40.32,-58.3,19509.53,1982-04-23,39.91,-65.95,False,1,198.0,1981,10,1982.0,4.0,-0.4100000000000037,-7.650000000000006,78.80403716688156,651.9219852369332,268.463842323774,,,complete
25,WE19811028K,1981-10-28,41.05,-58.64,8071.74,1981-11-04,41.04,-58.68,False,1,7.0,1981,10,1981.0,11.0,-0.00999999999999801,-0.03999999999999915,50.68840736011688,3.5339992215531737,251.67382472321498,,,complete
26,WE19811202L,1981-12-02,38.73,-66.8,17309.76,1981-12-23,38.87,-66.65,False,1,21.0,1981,12,1981.0,12.0,0.14000000000000057,0.14999999999999147,74.22848331650547,20.28076011651553,39.81507672148416,,,complete
27,WE19811230M,1981-12-30,39.29,-69.22,12840.43,1982-04-30,36.46,-74.13,False,1,121.0,1981,12,1982.0,4.0,-2.8299999999999983,-4.909999999999997,63.931493114512286,533.481852244923,235.39129777208026,,,complete
28,WE19811230N,1981-12-30,41.7,-58.03,9020.48,1982-03-03,40.89,-58.63,False,1,63.0,1981,12,1982.0,3.0,-0.8100000000000023,-0.6000000000000014,53.58458698285506,103.07624005414004,209.29586399183887,,,complete
29,WE19820113A,1982-01-13,41.65,-59.96,13410.4,1982-03-03,40.11,-62.37,False,1,49.0,1982,1,1982.0,3.0,-1.5399999999999991,-2.4099999999999966,65.33500514792286,265.26492862619995,230.5909089821508,,,complete
30,WE19820217B,1982-02-17,39.08,-69.46,19456.52,1982-08-23,36.95,-74.42,False,1,187.0,1982,2,1982.0,8.0,-2.1299999999999955,-4.960000000000008,78.69690379381292,494.7703954100448,242.95102747401157,,,complete
31,WE19820312C,1982-03-12,41.24,-63.13,20748.01,1982-12-01,36.79,-74.01,False,1,264.0,1982,3,1982.0,12.0,-4.450000000000003,-10.880000000000003,81.26682411439585,1061.1595851475306,245.74781750954617,,,complete
32,WE19820312D,1982-03-12,41.0,-57.08,22783.65,1982-05-14,41.16,-58.99,False,1,63.0,1982,3,1982.0,5.0,0.1599999999999966,-1.9100000000000037,85.16020806897622,161.0746718204121,276.96829994463815,,,complete
33,WE19820414F,1982-04-14,38.34,-66.97,30267.89,1982-10-04,37.52,-73.95,False,1,173.0,1982,4,1982.0,10.0,-0.8200000000000003,-6.980000000000004,98.15583844542053,618.7880608870971,263.6860257789677,,,complete
34,WE19820521G,1982-05-21,41.58,-57.6,13579.62,1982-06-16,41.59,-57.58,False,1,26.0,1982,5,1982.0,6.0,0.010000000000005116,0.020000000000003126,65.7459298863369,2.00084654348909,56.23165203332712,,,complete
35,WE19820616H,1982-06-16,40.55,-59.74,44441.67,1982-06-25,40.25,-58.53,False,1,9.0,1982,6,1982.0,6.0,-0.29999999999999716,1.2100000000000009,118.93789522064691,107.75437906808229,107.64091709412179,,,complete
36,WE19820625I,1982-06-25,40.88,-56.82,10280.8,1982-09-20,39.62,-62.39,False,1,87.0,1982,6,1982.0,9.0,-1.2600000000000051,-5.57,57.20559656081138,492.93550065205324,255.30388527097222,,,complete
37,WE19820730J,1982-07-30,40.41,-57.53,11924.28,1982-08-09,40.62,-57.4,False,1,10.0,1982,7,1982.0,8.0,0.21000000000000085,0.13000000000000256,61.60857253356591,25.807672532585617,25.16051305684664,,,complete
38,WE19820913K,1982-09-13,39.46,-65.28,12634.62,1982-09-20,39.96,-65.09,False,1,7.0,1982,9,1982.0,9.0,0.5,0.18999999999999773,63.417067530558725,57.924387762395725,16.234563357866364,,,complete
39,WE19821006L,1982-10-06,39.55,-65.56,50961.06,1982-12-13,38.76,-70.47,False,1,68.0,1982,10,1982.0,12.0,-0.7899999999999991,-4.909999999999997,127.36329615868667,432.3226013383201,259.8358428455456,,,complete
40,WE19821029M,1982-10-29,41.39,-63.42,12101.32,1983-02-14,39.65,-67.87,False,1,108.0,1982,10,1983.0,2.0,-1.740000000000002,-4.450000000000003,62.06423923543758,422.91690771579795,244.23900941600976,,,complete
41,WE19821029N,1982-10-29,41.38,-60.55,13706.2,1983-10-24,36.86,-74.2,False,1,360.0,1982,10,1983.0,10.0,-4.520000000000003,-13.650000000000006,66.05163860202313,1278.4711883486173,251.31160328761996,,,complete
42,WE19821208O,1982-12-08,42.39,-56.82,17287.18,1983-01-19,42.53,-58.48,False,1,42.0,1982,12,1983.0,1.0,0.14000000000000057,-1.6599999999999966,74.18005323696326,137.06114530705887,277.0814606897493,,,complete
43,WE19821217P,1982-12-17,41.26,-59.03,27207.28,1983-03-02,40.81,-62.76,False,1,75.0,1982,12,1983.0,3.0,-0.44999999999999574,-3.729999999999997,93.06098108321514,316.8054066663729,262.1409708679696,,,complete
44,WE19821229Q,1982-12-29,38.48,-73.37,8354.43,1983-01-14,38.64,-73.41,False,1,16.0,1982,12,1983.0,1.0,0.1600000000000037,-0.03999999999999204,51.56837851271307,18.12797880168072,348.9512672484446,,,complete
45,WE19830114A,1983-01-14,40.6,-63.24,20174.46,1983-09-16,36.68,-74.29,False,1,245.0,1983,1,1983.0,9.0,-3.9200000000000017,-11.050000000000004,80.1356978282428,1053.0433993216607,249.10316026362324,,,complete
46,WE19830128B,1983-01-28,41.67,-57.54,12160.12,1983-05-18,40.68,-63.31,False,1,110.0,1983,1,1983.0,5.0,-0.990000000000002,-5.770000000000003,62.21484077920024,495.2126146425057,259.06993993375374,,,complete
47,WE19830228C,1983-02-28,39.82,-70.87,12459.7,1983-04-27,38.37,-72.6,False,1,58.0,1983,2,1983.0,4.0,-1.4500000000000028,-1.7299999999999898,62.97654872160094,219.73010259966614,223.34721706143117,,,complete
48,WE19830323D,1983-03-23,41.1,-61.86,18232.37,1983-04-22,41.3,-62.18,False,1,30.0,1983,3,1983.0,4.0,0.19999999999999574,-0.3200000000000003,76.18099250837284,34.804462899768275,309.8203158304022,,,complete
49,WE19830401E,1983-04-01,41.14,-56.61,8715.6,1984-07-09,39.07,-72.58,False,1,465.0,1983,4,1984.0,7.0,-2.0700000000000003,-15.969999999999999,52.67126013324008,1375.5671082083604,265.60768334489984,,,complete
50,WE19830506G,1983-05-06,37.76,-72.91,8560.93,1983-06-08,37.09,-73.85,False,1,33.0,1983,5,1983.0,6.0,-0.6699999999999946,-0.9399999999999977,52.20180699867964,111.53597975838768,228.37779375635105,,,complete
51,WE19830601H,1983-06-01,39.83,-63.26,36626.41,1983-06-22,39.89,-62.64,False,1,21.0,1983,6,1983.0,6.0,0.060000000000002274,0.6199999999999974,107.97475815402808,53.338739935165165,82.61592168623025,,,complete
52,WE19830701I,1983-07-01,41.1,-63.15,18135.69,1983-10-17,41.82,-63.23,False,1,108.0,1983,7,1983.0,10.0,0.7199999999999989,-0.0799999999999983,75.97874320995649,80.33752265490871,355.26648951493803,,,complete
53,WE19830713J,1983-07-13,40.92,-65.24,9573.36,1984-01-11,39.74,-71.71,False,1,182.0,1983,7,1984.0,1.0,-1.1799999999999997,-6.469999999999999,55.20231092985559,563.7728404756974,258.6544831933192,,,complete
54,WE19830801K,1983-08-01,42.41,-56.67,11994.23,1983-11-21,41.9,-61.14,False,1,112.0,1983,8,1983.0,11.0,-0.509999999999998,-4.469999999999999,61.78901185617235,372.7657113388717,262.75542511225524,,,complete
55,WE19830912L,1983-09-12,40.09,-64.82,9705.5,1983-10-03,40.13,-64.94,False,1,21.0,1983,9,1983.0,10.0,0.03999999999999915,-0.12000000000000455,55.5819808963011,11.132304423962324,293.5880821357736,,,complete
56,WE19830928M,1983-09-28,39.49,-70.11,9287.22,1983-11-21,36.92,-74.34,False,1,54.0,1983,9,1983.0,11.0,-2.5700000000000003,-4.230000000000004,54.37107632890694,467.10277202902904,233.61331232160273,,,complete
57,WE19831003N,1983-10-03,40.8,-58.44,59482.11,1983-11-21,40.5,-58.63,False,1,49.0,1983,10,1983.0,11.0,-0.29999999999999716,-0.19000000000000483,137.5999406397827,37.009774893831576,205.72677463088513,,,complete
58,WE19831031O,1983-10-31,40.44,-60.86,44744.13,1984-04-13,41.56,-65.02,False,1,165.0,1983,10,1984.0,4.0,1.1200000000000045,-4.159999999999997,119.34194119291313,370.607503730061,290.9898136050887,,,complete
59,WE19840305A,1984-03-05,40.04,-61.23,8448.61,1984-03-19,40.0,-61.61,False,1,14.0,1984,3,1984.0,3.0,-0.03999999999999915,-0.38000000000000256,51.858230663138094,32.66328122086878,262.29585652529124,,,complete
60,WE19840323B,1984-03-23,41.75,-59.09,27137.05,1984-04-30,42.19,-58.95,False,1,38.0,1984,3,1984.0,4.0,0.4399999999999977,0.14000000000000057,92.94079457839726,50.276213327021196,13.262810033059964,,,complete
61,WE19840323C,1984-03-23,39.31,-65.41,24920.81,1984-05-02,39.43,-64.67,False,1,40.0,1984,3,1984.0,5.0,0.11999999999999744,0.7399999999999949,89.06480895790365,64.99544165418678,77.91857592493409,,,complete
62,WE19840413D,1984-04-13,40.98,-60.34,29020.73,1984-09-07,41.75,-65.08,False,1,147.0,1984,4,1984.0,9.0,0.7700000000000031,-4.739999999999995,96.112357495124,404.6721448108288,283.77305616464224,,,complete
63,WE19840509F,1984-05-09,40.87,-64.35,14782.9,1984-07-11,41.5,-65.39,False,1,63.0,1984,5,1984.0,7.0,0.6300000000000026,-1.0400000000000063,68.59696215187928,111.72075111440627,309.17264544895056,,,complete
64,WE19840509G,1984-05-09,41.49,-56.17,24591.72,1984-06-08,41.29,-58.74,False,1,30.0,1984,5,1984.0,6.0,-0.20000000000000284,-2.5700000000000003,88.47478507610883,215.53540256766124,264.9285750841986,,,complete
65,WE19840604H,1984-06-04,39.85,-64.59,17730.38,1984-07-11,40.32,-65.71,False,1,37.0,1984,6,1984.0,7.0,0.46999999999999886,-1.1199999999999903,75.12493088046976,108.67329230190565,299.10401939860833,,,complete
66,WE19840627I,1984-06-27,40.66,-56.38,79220.28,1984-07-20,40.67,-55.74,False,1,23.0,1984,6,1984.0,7.0,0.010000000000005116,0.6400000000000006,158.79734982123608,53.99218733182526,88.6114197831634,,,complete
67,WE19840706J,1984-07-06,38.88,-66.73,53579.34,1984-10-17,39.35,-72.28,False,1,103.0,1984,7,1984.0,10.0,0.46999999999999886,-5.549999999999997,130.59415613725838,481.58725658975055,277.9756516046952,,,complete
68,WE19840706K,1984-07-06,40.51,-62.23,27924.16,1984-10-17,41.05,-65.74,False,1,103.0,1984,7,1984.0,10.0,0.5399999999999991,-3.509999999999998,94.27903367863907,301.5554663418575,282.62751987672044,,,complete
69,WE19840716L,1984-07-16,39.49,-64.47,11974.97,1984-08-03,40.13,-63.94,False,1,18.0,1984,7,1984.0,8.0,0.6400000000000006,0.5300000000000011,61.7393823888311,84.34349446298388,32.29281557452197,,,complete
70,WE19840803M,1984-08-03,41.68,-60.15,9477.57,1984-11-09,42.52,-60.53,False,1,98.0,1984,8,1984.0,11.0,0.8400000000000034,-0.38000000000000256,54.92544244700182,98.524816207135,341.57254374964157,,,complete
71,WE19840806N,1984-08-06,43.3,-56.02,16084.65,1984-12-10,42.24,-58.32,False,1,126.0,1984,8,1984.0,12.0,-1.0599999999999952,-2.299999999999997,71.55349824296579,221.6611053617418,238.6636385574845,,,complete
72,WE19840822O,1984-08-22,40.59,-60.85,35611.75,1984-09-07,40.68,-61.64,False,1,16.0,1984,8,1984.0,9.0,0.0899999999999963,-0.7899999999999991,106.46864369055149,67.40933278230436,278.79474029586027,,,complete
73,WE19840907P,1984-09-07,41.56,-56.76,16875.97,1985-07-19,41.01,-62.58,False,1,315.0,1984,9,1985.0,7.0,-0.5500000000000043,-5.82,73.29248317488681,490.03045416371236,264.7591513320221,,,complete
74,WE19840910Q,1984-09-10,40.12,-67.39,7600.1,1984-10-22,39.79,-66.09,False,1,42.0,1984,9,1984.0,10.0,-0.3299999999999983,1.2999999999999972,49.185231177513316,116.72377977699237,107.90433020782797,,,complete
75,WE19840910R,1984-09-10,39.7,-65.99,8598.12,1984-10-03,39.75,-67.51,False,1,23.0,1984,9,1984.0,10.0,0.04999999999999716,-1.5200000000000102,52.31507047299635,130.11138764059325,272.93459837270365,,,complete
76,WE19840914S,1984-09-14,39.77,-58.24,42448.97,1984-09-24,39.26,-57.69,False,1,10.0,1984,9,1984.0,9.0,-0.5100000000000051,0.5500000000000043,116.24081387068462,73.76919489066651,140.06545527035735,,,complete
77,WE19840917T,1984-09-17,41.37,-61.73,33214.55,1985-08-14,39.35,-71.38,False,1,331.0,1984,9,1985.0,8.0,-2.019999999999996,-9.649999999999999,102.82275832784212,847.4106917727795,257.8039639497568,,,complete
78,WE19841217U,1984-12-17,41.42,-56.26,50718.59,1985-05-03,42.7,-56.23,False,1,137.0,1984,12,1985.0,5.0,1.2800000000000011,0.030000000000001137,127.05994101329634,142.3512463903235,0.9868761397291337,,,complete
79,WE19850130A,1985-01-30,39.73,-65.47,27766.51,1985-08-09,38.19,-73.04,False,1,191.0,1985,1,1985.0,8.0,-1.5399999999999991,-7.570000000000007,94.0125238349715,676.3205582051249,257.74175510387533,,,complete
80,WE19850422B,1985-04-22,42.65,-59.25,9784.39,1985-07-05,42.73,-57.44,False,1,74.0,1985,4,1985.0,7.0,0.0799999999999983,1.8100000000000023,55.80741946442085,148.1993533592178,85.94548166083746,,,complete
81,WE19850429C,1985-04-29,40.96,-55.87,30034.03,1985-08-28,40.06,-54.01,False,1,121.0,1985,4,1985.0,8.0,-0.8999999999999986,1.8599999999999994,97.77591048382293,186.38360876178513,121.86708291013662,,,complete
82,WE19850506D,1985-05-06,41.16,-59.64,15318.84,1985-06-10,40.83,-60.14,False,1,35.0,1985,5,1985.0,6.0,-0.3299999999999983,-0.5,69.8293506834175,55.74374363530727,228.99639840001518,,,complete
83,WE19850506E,1985-05-06,40.67,-63.0,12397.04,1985-12-09,38.37,-72.94,False,1,217.0,1985,5,1985.0,12.0,-2.3000000000000043,-9.939999999999998,62.817994168995085,889.5636772109859,256.5116062403457,,,complete
84,WE19850529F,1985-05-29,39.86,-62.2,32801.57,1985-06-10,39.21,-63.33,False,1,12.0,1985,5,1985.0,6.0,-0.6499999999999986,-1.1299999999999955,102.18152481417394,120.88963540612083,233.64352454288303,,,complete
85,WE19850529G,1985-05-29,40.11,-68.55,7595.35,1985-07-03,39.98,-70.45,False,1,35.0,1985,5,1985.0,7.0,-0.13000000000000256,-1.9000000000000057,49.1698585926994,162.3775353830208,265.5044068554802,,,complete
86,WE19850621H,1985-06-21,41.16,-59.35,34356.95,1985-08-30,42.19,-60.73,False,1,70.0,1985,6,1985.0,8.0,1.0300000000000011,-1.3799999999999955,104.57608160627451,162.0265028738998,315.4358817639736,,,complete
87,WE19850703I,1985-07-03,39.5,-67.41,22881.65,1985-10-23,37.85,-73.9,False,1,112.0,1985,7,1985.0,10.0,-1.6499999999999986,-6.490000000000009,85.34316262710993,592.3544798355058,254.01003839095085,,,complete
88,WE19850710J,1985-07-10,41.05,-65.42,4759.77,1985-08-16,41.05,-65.45,False,1,37.0,1985,7,1985.0,8.0,0.0,-0.030000000000001137,38.924052293678535,2.515688958418279,270.00985076093787,,,complete
89,WE19850719K,1985-07-19,40.02,-61.4,39320.46,1985-11-18,40.64,-65.26,False,1,122.0,1985,7,1985.0,11.0,0.6199999999999974,-3.8600000000000065,111.87533752929774,334.35547518163435,283.14304819325105,,,complete
90,WE19850726L,1985-07-26,40.37,-58.26,32474.31,1986-07-25,40.76,-66.17,False,1,364.0,1985,7,1986.0,7.0,0.39000000000000057,-7.910000000000004,101.67051647354377,669.3464902321333,276.28191272800404,,,complete
91,WE19850802M,1985-08-02,42.03,-63.05,10449.11,1985-10-09,40.75,-63.67,False,1,68.0,1985,8,1985.0,10.0,-1.2800000000000011,-0.6200000000000045,57.671960386498995,151.43466546751281,200.17622854110792,,,complete
92,WE19850828N,1985-08-28,40.22,-62.17,32917.18,1985-09-20,40.18,-62.02,False,1,23.0,1985,8,1985.0,9.0,-0.03999999999999915,0.14999999999999858,102.36143716894244,13.493670101091624,109.19737798560539,,,complete
93,WE19850930P,1985-09-30,40.52,-58.42,13574.42,1985-10-25,40.7,-58.91,False,1,25.0,1985,9,1985.0,10.0,0.17999999999999972,-0.4899999999999949,65.73334074281462,45.95113171280931,295.9810868737476,,,complete
94,WE19851023Q,1985-10-23,40.01,-67.69,9542.16,1985-11-22,39.85,-70.25,False,1,30.0,1985,10,1985.0,11.0,-0.1599999999999966,-2.5600000000000023,55.112284143805184,219.0012955747891,266.1628619443655,,,complete
95,WE19851120R,1985-11-20,38.7,-68.0,28025.64,1985-12-09,38.38,-68.36,False,1,19.0,1985,11,1985.0,12.0,-0.3200000000000003,-0.35999999999999943,94.45018940493391,47.396758559909685,221.458284532736,,,complete
96,WE19860106A,1986-01-06,40.29,-62.22,16288.99,1986-02-19,40.63,-63.91,False,1,44.0,1986,1,1986.0,2.0,0.3400000000000034,-1.6899999999999977,72.00657298433876,147.89152527863556,285.358276700875,,,complete
97,WE19860113B,1986-01-13,39.73,-68.07,8613.62,1986-01-24,39.98,-67.62,False,1,11.0,1986,1,1986.0,1.0,0.25,0.44999999999998863,52.362203943592974,47.415999577288765,53.9630187688461,,,complete
98,WE19860221C,1986-02-21,40.48,-66.04,22686.89,1986-10-27,37.0,-73.64,False,1,248.0,1986,2,1986.0,10.0,-3.479999999999997,-7.599999999999994,84.97918200220674,763.928411065253,242.00672211628137,,,complete
99,WE19860303D,1986-03-03,40.91,-58.0,24913.46,1986-03-19,40.75,-58.87,False,1,16.0,1986,3,1986.0,3.0,-0.1599999999999966,-0.8699999999999974,89.05167385874576,75.3291118101654,256.6235617145403,,,complete
100,WE19860409E,1986-04-09,40.88,-58.31,34476.85,1986-09-05,41.21,-62.04,False,1,149.0,1986,4,1986.0,9.0,0.3299999999999983,-3.729999999999997,104.75839918343361,314.9275868129354,277.9131439513711,,,complete
101,WE19860616F,1986-06-16,40.05,-63.73,22341.75,1986-08-04,39.16,-68.14,False,1,49.0,1986,6,1986.0,8.0,-0.8900000000000006,-4.410000000000004,84.33030238085658,390.50791470441237,256.7348884113535,,,complete
102,WE19860702G,1986-07-02,40.1,-63.93,13249.98,1986-08-04,39.19,-64.72,False,1,33.0,1986,7,1986.0,8.0,-0.9100000000000037,-0.7899999999999991,64.94304909486083,121.71237917019316,214.01435925334596,,,complete
103,WE19860718H,1986-07-18,41.7,-57.17,11342.47,1986-10-22,41.74,-59.87,False,1,96.0,1986,7,1986.0,10.0,0.03999999999999915,-2.6999999999999957,60.086773376035595,224.12593950387307,272.0353639019165,,,complete
104,WE19860804I,1986-08-04,39.3,-67.13,21813.45,1987-02-02,36.83,-74.35,False,1,182.0,1986,8,1987.0,2.0,-2.469999999999999,-7.219999999999999,83.32728716798484,688.8956821979999,248.7713875748184,,,complete
105,WE19860804J,1986-08-04,40.66,-66.49,4285.14,1986-08-22,40.11,-66.39,False,1,18.0,1986,8,1986.0,8.0,-0.5499999999999972,0.09999999999999432,36.932403464730115,61.74099678283744,172.08269990933547,,,complete
106,WE19860806K,1986-08-06,39.7,-69.82,4094.11,1986-08-22,39.45,-69.3,False,1,16.0,1986,8,1986.0,8.0,-0.25,0.519999999999996,36.09980177402529,52.52700866744126,121.78737787973563,,,complete
107,WE19860815L,1986-08-15,39.56,-64.34,29935.0,1986-12-24,38.61,-72.8,False,1,131.0,1986,8,1986.0,12.0,-0.9500000000000028,-8.459999999999994,97.61458109786557,737.5057409944964,264.45299330042326,,,complete
108,WE19860815M,1986-08-15,42.94,-58.55,9901.37,1986-10-15,42.47,-60.78,False,1,61.0,1986,8,1986.0,10.0,-0.46999999999999886,-2.230000000000004,56.14003881156122,189.55805180382458,254.75492762468465,,,complete
109,WE19860826N,1986-08-26,40.94,-64.32,17275.48,1986-09-03,42.13,-63.56,False,1,8.0,1986,8,1986.0,9.0,1.1900000000000048,0.7599999999999909,74.15494637966069,146.66393034568253,25.299623240079768,,,complete
110,WE19861020P,1986-10-20,41.12,-62.45,24233.81,1987-03-23,40.19,-67.19,False,1,154.0,1986,10,1987.0,3.0,-0.9299999999999997,-4.739999999999995,87.82859046403745,412.9509273290122,257.0524629283164,,,complete
111,WE19861020Q,1986-10-20,42.44,-61.44,16802.58,1986-12-01,42.59,-62.75,False,1,42.0,1986,10,1986.0,12.0,0.15000000000000568,-1.3100000000000023,73.13294283285774,108.65676832148819,279.2722232284268,,,complete
112,WE19861112S,1986-11-12,41.33,-58.75,8362.29,1987-07-31,36.59,-74.98,False,1,261.0,1986,11,1987.0,7.0,-4.739999999999995,-16.230000000000004,51.59263104490651,1496.1641634023852,254.67373680430512,,,complete
113,WE19861203T,1986-12-03,40.23,-63.13,19211.08,1987-08-10,36.88,-74.34,False,1,250.0,1986,12,1987.0,8.0,-3.3499999999999943,-11.21,78.19895580036666,1042.5811170845855,252.65140123799847,,,complete
114,WE19861203U,1986-12-03,40.63,-60.89,15372.9,1986-12-24,40.32,-61.36,False,1,21.0,1986,12,1986.0,12.0,-0.3100000000000023,-0.46999999999999886,69.95245563462942,52.61796362984469,229.2250036293667,,,complete
115,WE19870128A,1987-01-28,40.45,-62.02,20999.14,1987-09-23,39.38,-69.31,False,1,238.0,1987,1,1987.0,9.0,-1.0700000000000003,-7.289999999999999,81.7571639879802,632.8218092186996,261.5217711160553,,,complete
116,WE19870302B,1987-03-02,42.76,-59.63,5988.64,1987-04-06,41.64,-61.79,False,1,35.0,1987,3,1987.0,4.0,-1.1199999999999974,-2.1599999999999966,43.66054645553233,217.1700528108634,235.73945674630065,,,complete
117,WE19870318C,1987-03-18,41.66,-58.48,14329.33,1987-05-22,42.3,-61.78,False,1,65.0,1987,3,1987.0,5.0,0.6400000000000006,-3.3000000000000043,67.53641537267119,281.8872905589642,285.7218094182257,,,complete
118,WE19870403D,1987-04-03,38.82,-66.8,53579.79,1987-05-01,39.37,-68.47,False,1,28.0,1987,4,1987.0,5.0,0.5499999999999972,-1.6700000000000017,130.59470455057283,156.55469665273182,293.51915568681,,,complete
